codigo_postal,nombre_asentamiento,tipo_asentamiento,municipio
16090,San Pedro,Barrio,Xochimilco
16090,Tablas de San Lorenzo,Colonia,Xochimilco
16090,Xaltocan,Barrio,Xochimilco
16100,Santa Cruz Xochitepec,Pueblo,Xochimilco
16200,Santiago Tepalcatlalpan,Pueblo,Xochimilco
16210,La Concha,Colonia,Xochimilco
16300,San Lucas Xochimanca,Pueblo,Xochimilco
16310,La Cañada,Colonia,Xochimilco
16320,San Lucas Oriente,Colonia,Xochimilco
16340,Texmic,Colonia,Xochimilco
16400,San Lorenzo Atemoaya,Pueblo,Xochimilco
16410,Lomas de Tonalco,Colonia,Xochimilco
16420,San Jerónimo,Colonia,Xochimilco
16428,El Jazmín,Colonia,Xochimilco
16429,Rancho Tejomulco,Colonia,Xochimilco
16430,Xochipilli,Colonia,Xochimilco
16440,Año de Juárez,Colonia,Xochimilco
16443,Pocitos,Barrio,Xochimilco
16450,Santa María Nativitas,Pueblo,Xochimilco
16457,Lomas de Nativitas,Colonia,Xochimilco
16459,Ampliación Nativitas,Colonia,Xochimilco
16500,Santa Cruz Acalpixca,Pueblo,Xochimilco
16513,Apatlaco,Barrio,Xochimilco
16513,Del Puente,Barrio,Xochimilco
16514,La Gallera,Barrio,Xochimilco
16514,Tetitla,Barrio,Xochimilco
16514,Calpulco,Barrio,Xochimilco
16520,La Planta,Barrio,Xochimilco
16530,Las Cruces,Barrio,Xochimilco
16530,Las Flores,Barrio,Xochimilco
16533,Ahualapa,Barrio,Xochimilco
16550,Valle de Santa María,Colonia,Xochimilco
16600,San Gregorio Atlapulco,Pueblo,Xochimilco
16604,San Andrés,Barrio,Xochimilco
16605,Los Reyes,Barrio,Xochimilco
16606,3 de Mayo,Barrio,Xochimilco
16607,San Antonio,Barrio,Xochimilco
16609,La Candelaria,Barrio,Xochimilco
16610,San Luis Tlaxialtemalco,Pueblo,Xochimilco
16614,Niños Héroes,Barrio,Xochimilco
16615,La Asunción,Barrio,Xochimilco
16616,Santa Cecilia,Barrio,Xochimilco
16617,San Sebastián,Barrio,Xochimilco
16620,San José,Barrio,Xochimilco
16629,La Guadalupana,Barrio,Xochimilco
16629,San Juan,Barrio,Xochimilco
16630,San Juan Moyotepec,Barrio,Xochimilco
16640,San Juan Minas,Barrio,Xochimilco
16710,Quirino Mendoza,Colonia,Xochimilco
16720,Del Carmen,Colonia,Xochimilco
16739,San Isidro,Colonia,Xochimilco
16740,Guadalupita,Colonia,Xochimilco
16749,Las Animas,Colonia,Xochimilco
16750,Calyequita,Barrio,Xochimilco
16770,San Felipe,Colonia,Xochimilco
16776,Santiaguito,Colonia,Xochimilco
16776,El Mirador,Colonia,Xochimilco
16780,Cerrillos Primera Sección,Colonia,Xochimilco
16780,El Sacrificio,Colonia,Xochimilco
16780,Cristo Rey,Colonia,Xochimilco
16780,Cerrillos Segunda Sección,Colonia,Xochimilco
16780,Cerrillos Tercera Sección,Colonia,Xochimilco
16797,Nativitas,Colonia,Xochimilco
16799,Las Mesitas,Colonia,Xochimilco
16800,San Mateo Xalpa,Pueblo,Xochimilco
16810,San Andrés Ahuayucan,Pueblo,Xochimilco
16810,Santa Inés,Colonia,Xochimilco
16810,Rosario Tlali,Colonia,Xochimilco
16813,El Calvario,Barrio,Xochimilco
16840,Santa Cruz Chavarrieta,Colonia,Xochimilco
16850,Chapultepec,Barrio,Xochimilco
16860,Santa Cruz de Guadalupe,Colonia,Xochimilco
16880,Santa Cecilia Tepetlapa,Pueblo,Xochimilco
16900,San Francisco Tlalnepantla,Pueblo,Xochimilco
